Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
"Black Clover, Vol. 26: Black Oath","Yûki Tabata, Yûki Tabata","",,digital,read,2023/01/24,2023/01/24,2023/01/24,1,"",,,,,,,,,"",,manga,No
" Durarara!!, Vol. 1 (light novel)",Ryohgo Narita,"Suzuhito Yasuda (Illustrator), Stephen Paul (Translator)",9780316304825,digital,read,2023/07/03,2023/10/04,2023/09/22-2023/10/04,1,"adventurous, lighthearted, mysterious",fast,A mix,Yes,Yes,Yes,No,4.0,"","","","",Yes
Mission Pack 1: Missions 1-4,J.S. Morin,"","",digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
ぼくたちは勉強ができない 1 [Bokutachi wa Benkyou ga Dekinai 1],Taishi Tsutsui,筒井大志,9784088811116,paperback,read,2018/12/11,"","",1,"",,,,,,,,,"",,manga,No
ブラッククローバー 12 [Burakku Kurōbā 12],Yûki Tabata,"",9784088811925,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
"Hikaru No Go, Vol. 3, Volume 3",Yumi Hotta,"",9781591166870,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
SAKAMOTO DAYS 9,"Yuto Suzuki, Yuto Suzuki","",9784088832920,paperback,read,2022/08/01,2022/07/28,2022/07/28,1,"",,,,,,,,,"",,manga,No
Os Senhores dos Dinossauros,"Alexandre Callari, Victor Milán, Richard Anderson","","",,read,2016/02/19,2017/01/19,2017/01/19,1,"",,,,,,,4.0,,"",,"",No
怪獣8号 4 Kaijuu 8-gou 4,Naoya Matsumoto,"",9784088828152,paperback,read,2022/07/08,2022/02/27,2022/02/27,1,"",,,,,,,,,"",,manga,No
Of Manners and Murder: A Dear Miss Hermione Mystery,Anastasia Hastings,"",9781250848567,hardcover,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
Curiosity Thrilled the Cat,Sofie Kelly,"",9780451232496,paperback,read,2013/07/30,2013/08/20,2013/08/20,1,"",,,,,,,4.0,"A funny book. A book that have: cats, books, music, tai chi. Just loved it!","",,"",No
Silver Nitrate,Silvia Moreno-Garcia,"",B0B73W1SY7,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",No
O Médico e o Monstro,Robert Louis Stevenson,"",9786586490022,hardcover,read,2013/08/06,"","",1,"",,,,,,,5.0,,"",,"",No
Leaves of Grass,Walt Whitman,"",9781340007201,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 41: Declaration of War",Eiichiro Oda,"",9781421534572,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
As Aventuras de Sherlock Holmes,Arthur Conan Doyle,Maria Luiza X. de A. Borges (Translator),9788537807255,hardcover,did-not-finish,2014/04/26,"","",0,"",,,,,,,,,"",,"",No
The Night Raven,Johan Rundberg,"",B0BG65H3SW,digital,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
Dark Days,Derek Landy,"",9780007325948,hardcover,read,2013/08/06,"","",1,"",,,,,,,4.0,,"",,"",No
Sangue de Dragão,Rachel Hartman,"",9788555390319,paperback,read,2016/08/15,2016/09/08,2016/09/08,1,"",,,,,,,4.0,,"",,"",No
Occultic;Nine: Volume 1,Chiyomaru Shikura,"Adam Lensenmayer (Translator), pako (Illustrator)",9781626926592,paperback,read,2018/11/29,2018/12/12,2018/12/12,1,"",,,,,,,4.0,,"",,light-novel,No
"Descanse Em Paz, Meu Amor",Pedro Bandeira,"",9788508057511,paperback,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
A Fuga de Thora,"Clark Darlton, Clark Darlton","",,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
ブラッククローバー 19 [Burakku Kurōbā 19],Yûki Tabata,"",9784088816937,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
Letters from an Astrophysicist,Neil deGrasse Tyson,"",9781324003311,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Toradora! (Light Novel) Vol. 2,Yuyuko Takemiya,"Yasu (Illustrator), Jan Cash (Translator), Vincent Castaneda (Translator)",9781626928619,paperback,read,2020/05/27,2020/01/01,2020/01/01,1,"",,,,,,,3.0,,"",,light-novel,No
"Hikaru No Go, Volume 18: Six Characters, Six Stories",Yumi Hotta,"",9781421528236,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,"",9781433202858,audio,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,on-hold,Yes
"Archie, Vol. 3",Mark Waid,Joe Eisma (Illustrator),9781682559932,paperback,read,2019/01/06,"","",1,"",,,,,,,,,"",,graphic-novels,No
Doctor Who: The Eighth Doctor: A Matter of Life and Death,George Mann,"Emma Vieceli (Illustrator), Hi-Fi (Illustrator)",9781782767534,hardcover,read,2016/06/13,2016/06/13,2016/06/13,1,"",,,,,,,,,"",,graphic-novels,No
The Screaming Staircase,Jonathan Stroud,"",9781423187905,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
Bluebird,Ciel Pierlot,"",9780857669674,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,Antonia Lloyd-Jones (Translator),9780525541356,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
Vienna Blood,Frank Tallis,Berliani M. Nugrahani,9789793269634,paperback,read,2014/03/14,"","",1,"",,,,,,,4.0,,"",,"",No
Witchlings,Claribel A. Ortega,"",9781338745528,hardcover,did-not-finish,2023/02/25,"","",0,"",,,,,,,,,"",,"",No
"Uncanny Avengers: Unity, Volume 1: Lost Future",Gerry Duggan,"Ryan Stegman (Illustrator), Carlos Pacheco (Illustrator)",9780785196150,paperback,read,2016/06/09,"","",1,"",,,,,,,,,"",,graphic-novels,No
"Delicious in Dungeon, Volume 1",Ryoko Kui,Taylor Engel (Translator),9780316471855,paperback,read,2018/07/03,2018/07/06,2018/07/06,1,"",,,,,,,4.0,,"",,manga,No
Always Looking Up: The Adventures of an Incurable Optimist,Michael J. Fox,"",9781401395254,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
極楽街三番通の件 (Gokuraku-gai Sanbandori no Ken),"佐乃夕斗, Yuto Sano","","",digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"on-hold, manga",No
Packing for Mars: The Curious Science of Life in the Void,Mary Roach,"","",digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Os Rebeldes de Tuglan,"Clark Darlton, Maria M. Würth Teixeira",Clark Darlton (Translator),,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Dragonriders of Pern,Anne McCaffrey,"",9780785729198,digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Archie, Vol. 2",Mark Waid,Veronica Fish (Illustrator),9781627387989,paperback,read,2018/12/28,"","",1,"",,,,,,,,,"",,graphic-novels,No
